42	41	41	41	
39	37	40	39	
41	42	40	44	
40	41	38	42	
41	44	50	40	
40	36	39	41	
38	41	41	40	
46	39	38	38	
37	39	38	43	
43	41	44	38	
39	37	37	39	
41	39	44	43	
41	38	40	37	
39	39	39	39	
43	43	41	42	
41	40	39	44	
44	43	40	38	
47	39	43	43	
38	39	41	41	
40	39	38	41	
40	45	46	46	
39	43	38	44	
44	42	43	43	
40	42	38	36	
43	39	37	41	
38	43	42	41	
39	41	40	40	
38	40	42	40	
40	38	40	43	
40	38	44	42	
38	42	40	43	
41	40	42	44	
40	41	37	42	
45	40	40	46	
40	42	39	44	
38	40	44	39	
40	39	39	42	
41	38	42	44	
44	47	46	42	
42	41	39	37	
40	38	43	47	
39	42	39	38	
43	42	42	40	
40	44	39	38	
38	41	42	44	
37	36	44	42	
41	43	40	41	
44	42	39	39	
46	41	43	40	
41	41	41	42	
41	41	42	39	
41	39	41	40	
42	38	40	39	
41	41	43	40	
38	43	41	41	
40	39	44	42	
38	39	39	41	
38	39	42	37	
42	40	37	38	
42	38	44	40	
39	40	37	42	
40	40	39	41	
45	40	37	41	
40	41	45	43	
43	39	45	38	
41	40	40	39	
40	45	40	39	
42	42	42	44	
41	44	45	39	
36	41	40	40	
44	40	45	40	
41	40	36	41	
38	41	40	40	
43	40	41	44	
40	39	43	43	
42	38	40	40	
40	44	42	40	
38	42	37	41	
40	41	40	37	
41	40	39	40	
40	41	43	40	
42	37	45	40	
39	40	41	41	
40	38	38	42	
42	39	41	40	
41	39	40	41	
39	43	40	38	
39	38	37	39	
39	41	40	41	
45	41	41	41	
41	40	35	39	
40	40	41	40	
42	41	41	39	
40	39	40	40	
40	40	39	40	
38	39	39	39	
39	41	47	41	
41	42	39	38	
37	40	51	42	
42	44	41	38	
38	39	42	39	
38	41	40	38	
46	41	42	41	
38	42	40	43	
44	38	44	39	
42	43	43	43	
38	43	39	41	
44	38	41	37	
46	43	44	38	
41	37	38	38	
39	42	40	36	
39	41	41	39	
44	39	43	42	
40	40	39	40	
42	38	39	43	
41	40	39	37	
39	38	41	38	
39	41	46	40	
37	43	42	38	
40	40	40	41	
44	38	41	44	
40	40	43	39	
44	42	39	41	
39	41	43	41	
40	39	38	41	
39	39	41	42	
42	41	38	40	
38	40	40	41	
41	39	41	39	
41	37	37	44	
38	40	46	40	
41	38	52	38	
41	41	38	39	
39	41	41	38	
39	37	41	38	
42	41	43	41	
38	40	39	38	
43	40	39	38	
42	38	40	41	
41	38	45	37	
36	41	43	40	
40	40	41	42	
40	40	42	39	
43	40	40	37	
39	39	41	39	
41	39	39	39	
40	43	43	41	
40	40	42	41	
38	42	39	40	
41	44	38	38	
40	43	41	39	
38	40	39	41	
39	38	41	44	
41	40	42	40	
41	40	38	39	
40	40	37	40	
